# Korean manuscript batch: early town and first major incident.
# id	Korean translation	category	status
C0-05F367	[DFT][E2:07CD]으[KATAKANA]ーーーーーーーーー[HIRAGANA]악!	early-town	translated
C0-05F3F5	[DLY:02][CMD:F6][CLR]으아아악!	early-town	translated
C0-05F52C	[DFT][E2:017E]··어라.\n왜 소지품이 가득 찼지?	early-town	translated
C0-06A28F	[DF4][E2:0744]이 자식! 이 자식!\n너희 따위에게\n질 것 같으냐![FIN][PAU:1E]·····앗·····˳[NXT]가	event-dialogue	translated
C0-06A822	[DFT][E2:07DC]거의············\n[NXT]가내용물이\n다 털렸어···[FIN]그렇게 고생했는데![NXT]가쳇\n[PAU:0A]쳇\n[PAU:0A]쳇[NXT]가	event-dialogue	translated
C0-06A86E	[DFT][E2:073F]전에 네가 도와줬으니까\n남은 건\n나눠 갖자.[FIN]네가 먼저\n원하는 쪽을 열어˳	event-dialogue	translated
C0-08D908	[DF4][BYTE:88][DF5]···[DLY:6B]··[BYTE:A4][DLY:6B]··[DLY:02][STR:3BD888][DFT][NAM:00] 님이시죠?\n농담은 그만해 주세요˳	late-story	translated
C0-069746	[DFT]뭐 하는 거야!\n어서 가라니까!\n[NXT]가자, 자![NXT]가	npc-dialogue	translated
C0-0698ED	[DFT]도망칠 생각을 했다간\n저쪽 형처럼\n쇠공을 달아 버릴 거야!	npc-dialogue	translated
C0-06A0C3	[DFT]이봐, 어디로 가는 거냐?\n이 [KATAKANA]블랙모어[HIRAGANA] 님을\n무시하다니,\n너도 꽤 출세했구나˳	npc-dialogue	translated
C0-06A171	[DFT]대답이 없다···\n열이 오른 모양이다···˳	npc-dialogue	translated
C0-06A1A5	[DFT]수질은 단순 [KATAKANA]알칼리 온천[HIRAGANA].\n[KATAKANA]류머티즘[HIRAGANA]이나 뻐근한 [KATAKANA]근육[HIRAGANA]에 효과가 있다˳	npc-dialogue	translated
C0-06A632	[DFT]이런.\n잠깐 실례하겠소˳	npc-dialogue	translated
C0-06A7A2	[DFT] [KATAKANA]카를[HIRAGANA]은\n[PAL:02]빛나는 석판[PAL:00]을 손에 넣었다![TPL:D7][CLR][E2:077E]··이게 뭘까?\n[PAU:1E]그래도 [KATAKANA]고철[HIRAGANA]보다는 낫겠지[TPL:]	npc-dialogue	translated
C0-06A7EB	[CLR]보물이 없는 건 아쉽지만\n재미있었으니 됐어.\n슬슬 돌아가야겠다.\n[PAU:1E]그럼 또 보자!	npc-dialogue	translated
C0-06A8A9	[DFT][E2:0754]빨리 열어.\n느려 터진 녀석아˳	npc-dialogue	translated
C0-06A92D	[DFT]지금 [KATAKANA]메타클럽[HIRAGANA] 님이\n침입자를 이곳까지\n몰아붙인 참이야.\n관계자는 출입 금지야!	npc-dialogue	translated
C0-06A9AB	[DFT]여기는 [KATAKANA]해커 간부[HIRAGANA]\n[PAL:02][KATAKANA]메타클럽[HIRAGANA] 님 전용 목욕탕[PAL:00]이야.\n관계없는 사람을 들이면\n[KATAKANA]나[HIRAGANA]가 혼나˳	npc-dialogue	translated
C0-06A9F3	[DFT]말을 안 듣는 아이구나.\n말해도 못 알아듣는 아이는\n혼내 줘야겠어!	npc-dialogue	translated
C0-06AA31	[DFT]문은 굳게 닫혀 있다˳	npc-dialogue	translated
C0-06AC85	[CLR]흥! 귀엽지도 않네!\n남의 호의를 무시하면\n좋은 어른이 될 수 없다고!\n[PAU:3C]쳇!	npc-dialogue	translated
C0-06AF3B	[DFT][E2:0466]꺄! 잠깐만!\n이 [KATAKANA]쥐[HIRAGANA]를 어떻게 좀 해 줘!	npc-dialogue	translated
C0-06AF59	[DFT][E2:047E]··뭐?\n내 가방 안에\n쥐가 있다고!?	npc-dialogue	translated
C0-06B14E	[DFT][KATAKANA]찍찍!	npc-dialogue	translated
C0-06B277	[DFT][NAM:00]은\n[PAL:02]숨겨진 통로[PAL:00]를 발견했다!	npc-dialogue	translated
C0-06B400	[DFT][PAL:03]어머, 아직도 정신을 못 차렸니?\n그렇게 동료가 되고 싶다면\n원하는 대로 해 주지˳	npc-dialogue	translated
C0-06B431	[DFT][PAL:03]뭐?[PAU:1E]뭐?[PAU:1E]뭐?[PAU:1E][KATAKANA]쥐[HIRAGANA]!?\n싫[KATAKANA]ー[HIRAGANA]! [KATAKANA]쥐[HIRAGANA]는 정말 싫어어!\n[PAU:1E][KATAKANA]마무라나[HIRAGANA] 님![PAL:00]	npc-dialogue	translated
C0-06B505	[DFT][PAL:03]또 왔니? 말귀를 못 알아듣는 아이구나.\n[PAU:1E]하지만 포기하는 게 좋을걸.\n[KATAKANA]너[HIRAGANA] 따위는 [KATAKANA]마무라나[HIRAGANA] 님을\n상대할 수 없으니까˳[PAL:00]	npc-dialogue	translated
C0-06B5A6	[DFT]\n[KATAKANA]찍찍[HIRAGANA]	npc-dialogue	translated
C0-06B72E	[DFT]으[KATAKANA]ー[HIRAGANA]앙.\n몸이 움직이지 않아아!	npc-dialogue	translated
C0-06B9BA	[DFT][PAL:03]겨우 도망쳤는데 정말 [KATAKANA]바보[HIRAGANA]구나.\n[PAU:1E]그래도 네 돌까지 손에 넣으면\n분명 더 대단한 힘을\n쓸 수 있게 될 거야˳	npc-dialogue	translated
C0-06BA42	[DFT][PAL:03]싫[KATAKANA]ー[HIRAGANA]!\n겨우 지루한 인형에서\n변신할 수 있게 됐는데·······[PAL:00]	npc-dialogue	translated
C0-06BA74	[DF4][E2:083B]찾았다, 찾았어.\n[PAU:1E]분명 이거겠지.\n[E2:0000] 숨겨져 있다는\n인형은···˳	npc-dialogue	translated
C0-06C17D	[DFT]어두워서 잘 안 보이지만\n뭔가 수상해···˳	npc-dialogue	translated
C0-06C19A	[DFT][NAM:00]은[PAL:02][KATAKANA]벽[HIRAGANA][PAL:00]을 조사했다.\n[PAU:14]잘 보니 [KATAKANA]벽[HIRAGANA] 너머가\n숨겨진 통로로 이어져 있었다!	npc-dialogue	translated
C0-06C631	[DLY:02][PAU:02][CMD:FF][STR:72C586][PAU:6B][DFT]멍! 멍! 멍!	npc-dialogue	translated
C0-06CA38	[DFT][PAL:03][NXT]가후후후후·····\n[PAU:3C][NXT]가안녕, [PAU:1E]귀여운 꼬마야˳[PAL:00]	npc-dialogue	translated
C0-06CC7D	[DFT]문은 굳게 닫혀 있다˳	npc-dialogue	translated
C0-06CD14	[DFT]책에는 이렇게 적혀 있었다.\n[PAU:28][PAL:02]┌그는 네가 원하는 곳으로\n너를 인도할 것이다˳┘[PAL:00]	npc-dialogue	translated
C0-06CDE5	[DFT][NAM:00]은 책을 읽어 보았다˳	npc-dialogue	translated
C0-06CF9F	[DF4]이 우물 안에는 물이 없다.\n안에는 지하 통로가 있어\n저택 곳곳으로 이어져 있지.\n[PAU:1E]뭐, [PAU:1E]이건 [PAU:1E]내 취미라네˳	npc-dialogue	translated
C0-06D582	[DFT]\n시간을 잊은 시계탑\n	npc-dialogue	translated
C0-06D595	[DFT]\n미래란 정해진 것이 아니라\n만들어 가는 것이다	npc-dialogue	translated
C0-06D5B8	[DFT]\n시간을 새기는 인형들의 방	npc-dialogue	translated
C0-06D5CE	[DFT]\n시간을 얻는 자는 번영하고\n잃는 자는 멸망한다	npc-dialogue	translated
C0-06D5EB	[DFT]\n시간은 얻기 어렵고 잃기 쉽다	npc-dialogue	translated
C0-06D5FF	[DFT]\n[KATAKANA]차단기실 입구[HIRAGANA]	npc-dialogue	translated
C0-06D8EE	[DF4]이 방에서\n편히 쉬도록 하십시오.\n[PAU:1E]우선은 천천히\n휴식을 취하시는 게 좋습니다˳	npc-dialogue	translated
C0-06D927	[DFT]호호호호호.\n[PAU:1E]손님,\n이쪽입니다˳	npc-dialogue	translated
C0-06DAFA	[DFT]어머··· 이건···\n[PAU:1E]죄송하지만\n방으로 돌아가 주세요˳	npc-dialogue	translated
C0-06DB94	[DFT][PAL:03]꺄[KATAKANA]ーーーーーーーー[HIRAGANA]악![PAL:00]	npc-dialogue	translated
C0-06DD84	[DFT][E2:0458]저기 저기,\n내 일을 방해하고 있잖아!\n어서 돌아가˳	npc-dialogue	translated
C0-06DDA8	[DFT][E2:0460]돌아가는 길에 딴짓하지 말고\n얌전히 돌아가!	npc-dialogue	translated
C0-06DDD4	[DFT]\n···········?	npc-dialogue	translated
C0-06DF29	[DFT][PAL:02][NXT]······[NXT]가어머···\n[PAU:1E]···너는···?[PAL:00]	npc-dialogue	translated
C0-06E077	[DFT]\n멍! 멍! 멍!	npc-dialogue	translated
C0-06E0BE	[DFT][E2:020A]··[E3:6B]··[E3:6B][DFT]낑낑	npc-dialogue	translated
C0-06E55D	[CLR][E2:147E]··그런가.\n조금 곤란하긴 하지만\n어쩔 수 없군˳	npc-dialogue	translated
C0-06E662	[DFT][PAL:02]전투원 A:\n[PAL:00]···그래서 말이야.\n[PAU:1E]내가 [PAU:1E]직접 봤다니까···\n[PAL:02]인형[PAL:00]이 걸어 다니는 걸···˳	npc-dialogue	translated
C0-06E6A2	[DFT][PAL:02]전투원 B:\n[PAL:00][KATAKANA]나[HIRAGANA]는\n[PAU:1E]아무도 없는데\n목소리가 들리는 걸 봤어···˳	npc-dialogue	translated
C0-06E6D8	[DFT][PAL:02]전투원 C:\n[PAL:00]나는 말이지[KATAKANA]ー[HIRAGANA]!\n[PAU:1E]검은 [KATAKANA]망토[HIRAGANA]의 남자가\n휙[PAU:3C] 사라지는 걸 봤어···˳	npc-dialogue	translated
C0-06E78E	[DFT][E2:083D]시끄러워.[PAU:1E]지금 무서운 이야기로\n분위기가 한창인데\n방해하지 마!	npc-dialogue	translated
C0-06EE75	[DFT][E2:083B]수상한 녀석!\n[PAU:1E]너부터 먼저 혼쭐을 내 주지.\n정말 정말 아플 테니까!	npc-dialogue	translated
C0-06EF7E	[CLR][E2:0858]정말인가요!?\n그· 그렇다면\n거기서 비켜 주시겠어요?	npc-dialogue	translated
C0-06F102	[DFT][KATAKANA]유령[HIRAGANA]에게는 [KATAKANA]기술[HIRAGANA]이나 [KATAKANA]검[HIRAGANA]이\n[KATAKANA]통하지 않는 경우[HIRAGANA]가 많다고 합니다.\n다가가서 [KATAKANA]공격[HIRAGANA]하는 것도\n[KATAKANA]위험[HIRAGANA]해요˳	npc-dialogue	translated
C0-06FDB4	[DFT][KATAKANA]쥐[HIRAGANA]라니, 귀엽다˳	npc-dialogue	translated
C0-07808E	[DFT][E2:0F81]곤란한 일이 생기면 상담하게.\n괜히 나이를 먹은 게 아니니\n도움이 될 수 있을 거야˳	npc-dialogue	translated
C0-0782E2	[DFT]어라, [KATAKANA]쥐[HIRAGANA]인가.\n참 사람을 잘 따르는 [KATAKANA]쥐[HIRAGANA]로군˳	npc-dialogue	translated
C0-078345	[DFT]한참 동안\n주인님과 여행했[KATAKANA]멍[HIRAGANA].\n오랜만에 편히 쉴 수 있겠[KATAKANA]멍[HIRAGANA]˳	npc-dialogue	translated
C0-078386	[DFT][NAM:00]은\n[KATAKANA]우편함[HIRAGANA] 안을 들여다보았다.\n하지만 아무것도 들어 있지 않았다˳	npc-dialogue	translated
C0-07869A	[DFT][E2:083B]저기 꼬마야.\n잠깐 기다려!	npc-dialogue	translated
C0-07872C	[DFT][E2:0805]말씀드리기는 곤란하지만\n보내 줄 수는 없어.\n혼나는 건 싫단 말이야!	npc-dialogue	translated
C0-078753	[DFT][E2:0855]··[PAU:1E]꺄[KATAKANA]ー[HIRAGANA]악! 아이인 줄 알고\n얕봤어요오!\n다시 돌아오겠[KATAKANA]ーーーーー[HIRAGANA]어요!	npc-dialogue	translated
C0-07902C	[DFT][E2:0248]모처럼 왔으니\n선조님의 [BYTE:80]	npc-dialogue	translated
C0-07950C	[DFT][E2:0650]냐[KATAKANA]냐옹[HIRAGANA]	npc-dialogue	translated
C0-07951A	[DFT][E2:0656][KATAKANA]ーーーーーーー[HIRAGANA]악	npc-dialogue	translated
C0-079529	[DFT][E2:063D][KATAKANA]냐[HIRAGANA] [KATAKANA]냐아앙![HIRAGANA]	npc-dialogue	translated
C0-07953A	[DFT][E2:063F]우리의 주인님은\n[KATAKANA]아키하바라 박사[HIRAGANA]뿐이다[KATAKANA]냥[HIRAGANA].\n너는 우리 주인이 아니다[KATAKANA]냥[HIRAGANA]˳	npc-dialogue	translated
C0-0796B9	[DFT]\n둥지 상자 안에\n작은 알이 들어 있다˳	npc-dialogue	translated
C0-0796D5	[DFT]\n둥지 안에서 귀여운 [KATAKANA]새끼[HIRAGANA]가\n부화하고 있다˳	npc-dialogue	translated
C0-0796F1	[DFT]\n제법 자란 [KATAKANA]새끼[HIRAGANA]가\n날개를 [KATAKANA]파닥파닥[HIRAGANA]거리고 있다˳	npc-dialogue	translated
C0-079718	[DFT]\n[KATAKANA]새끼[HIRAGANA]는 이제\n둥지를 떠난 모양이다˳	npc-dialogue	translated
C0-0798CE	[DFT]┌이 앞에는 [KATAKANA]해커[HIRAGANA]의\n괴인들이 돌아다니고 있습니다.\n용무가 없는 분은 들어오지 마십시오.\n       [KATAKANA]로코코 마을 경찰[HIRAGANA]┘	npc-dialogue	translated
C0-07991D	[DFT]\n[PAL:02]    아무도 없어![PAL:00]	npc-dialogue	translated
C0-079931	[DFT]\n이 길만 30년\n바다 사나이의 집	npc-dialogue	translated
C0-07994C	[DFT]\n여기는 남쪽 섬, 아주 좋은 곳!\n잘 왔다, 환영한다!!	npc-dialogue	translated
C0-07996D	[DFT]\n이 길만 25년\n남쪽 섬의 도구점	npc-dialogue	translated
C0-07998D	[DFT]\n위험! 출입 금지!!	npc-dialogue	translated
C0-0799A0	[DFT]어서 오세요, [KATAKANA]해커 섬[HIRAGANA]으로.\n[PAL:02][KATAKANA]해커 항공 기지[HIRAGANA][PAL:00]는\n설산 너머에 있습니다˳	npc-dialogue	translated
C0-079A26	[DFT]나도 너만큼 젊었을 때는\n배를 타고 고기잡이를 나가\n[KATAKANA]날렸[HIRAGANA]지.\n이제는 옛날이야기지만 말이야˳	npc-dialogue	translated
C0-079A67	[DFT]이봐, 사람과 사람이 이야기할 때는\n눈을 마주 보고\n인사부터 하는 법이란다˳	npc-dialogue	translated
C0-079B5C	[DFT]오, [KATAKANA]쥐 녀석[HIRAGANA]이냐!\n나도 젊었을 때는\n귀여운 아가씨에게 [PAL:03][KATAKANA]찍찍[HIRAGANA]\n[PAL:00]소리를 듣곤 했지˳	npc-dialogue	translated
C0-079C15	[DFT]나는 남쪽 섬 [KATAKANA]가이드[HIRAGANA]!\n너는 정말 운이 좋다!\n남쪽 섬은 아주 좋은 곳!\n내가 안내한다![TPL:D7]이 배가 너를 태운다!\n이 배는 남쪽 섬으로 간다!\n자, 타라 타라!!	npc-dialogue	translated
C0-079D54	[DFT]영감님, 어떻게 좀 해 주세요.\n이래서는 영감님과\n이야기도 못 하겠···[KATAKANA]아야야[HIRAGANA]˳	npc-dialogue	translated
C0-079F25	[DFT]우선 어부 아저씨에게\n말을 걸어 보세요.\n[KATAKANA]해커 본부[HIRAGANA]가 있는 곳은 설산이라\n추우니 조심하세요˳	npc-dialogue	translated
C0-079F6C	[DFT][KATAKANA]쥐[HIRAGANA] 따위가\n[KATAKANA]게[HIRAGANA]의 마음을 알 리 없지.\n[PAU:1E]흥···˳	npc-dialogue	translated
C0-07A03E	[DFT]뭐야아.\n우리가 발견한 [KATAKANA]게[HIRAGANA]라고!\n괴롭히며 놀 거니까\n방해하지 마아˳	npc-dialogue	translated
C0-07A0FE	[DFT]뭐야, 그게.\n그런 재미없는 건 싫어.\n그렇지, 사람에게 장난을 치며\n놀 수 있는 물건이 좋겠어˳	npc-dialogue	translated
C0-07A138	[DFT]재미있어 보이는 걸 찾으면\n제대로 [KATAKANA]장비[HIRAGANA]해서\n우리에게 보여 줘˳	npc-dialogue	translated
C0-07A1DB	[DFT]뭐야, 이 [KATAKANA]쥐[HIRAGANA]!\n너도 괴롭혀 주겠다!	npc-dialogue	translated
C0-07A318	[DFT][KATAKANA]나는[HIRAGANA] 지금 슬퍼!\n[KATAKANA]내[HIRAGANA] 귀여운 [KATAKANA]카트리느[HIRAGANA]···\n···아, [PAU:3C]닭 이름이지만 말이야.\n[PAU:1E]그 아이가 [PAU:1E]사라져 버렸어!	npc-dialogue	translated
C0-07A467	[DFT][KATAKANA]쥐[HIRAGANA]보다 닭이\n수십 배는 더 귀엽지˳	npc-dialogue	translated
C0-07A4FC	[DFT][NXT]가\n[KATAKANA]꼬꼬[HIRAGANA]![NXT]가	npc-dialogue	translated
C0-07A509	[DFT][NXT]가\n[KATAKANA]꼬오꼬[HIRAGANA]![NXT]가	npc-dialogue	translated
C0-07A517	[DFT][KATAKANA]꼬꼬꼬[HIRAGANA] 먹이 줘 [KATAKANA]먹이![HIRAGANA]	npc-dialogue	translated
C0-07A52D	[DFT]꺄[KATAKANA]ー[HIRAGANA]! 당신은\n[KATAKANA]요염[HIRAGANA]한 얼굴을 하고 있네요.\n나 [KATAKANA]팬[HIRAGANA]이 될 것 같아요.\n[KATAKANA]꼬꼬꼬[HIRAGANA]!	npc-dialogue	translated
C0-07A565	[DFT][KATAKANA]카트리느[HIRAGANA]라면 [PAL:02]집 뒤[PAL:00]에\n숨어 있[KATAKANA]꼬[HIRAGANA]˳	npc-dialogue	translated
C0-07A60D	[DFT]뭐? 또 주인님이\n난리를 치고 있[KATAKANA]꼬[HIRAGANA]?\n늘 이렇다[KATAKANA]꼬[HIRAGANA].\n잠깐 산책했을 뿐이[KATAKANA]꼬[HIRAGANA]˳	npc-dialogue	translated
C0-07A64C	[DFT]걱정해 주는 건 고맙지만\n과보호는 곤란하[KATAKANA]꼬[HIRAGANA]˳	npc-dialogue	translated
C0-07AED5	[DF4][BYTE:AE][BYTE:B1]···	npc-dialogue	translated
C0-07B155	[DFT][NAM:00]은\n[PAL:02]┌발명의 친구 [KATAKANA]레벨[HIRAGANA][NUM:02F005]┘[PAL:00]의\n책을 읽어 보았다	npc-dialogue	translated
C0-07B1C9	[DFT]비가 온다! 비가 온다!\n야호, 야호!	npc-dialogue	translated
C0-07B23D	[DFT]여기가 내 마을!\n내일 너를 화산으로 안내한다.\n화산은 대단하다, 너도 좋아한다!\n오늘은 마을 안을 구경해˳	npc-dialogue	translated
C0-07B282	[DFT]오늘은 화산을 보기 좋은 날!\n너는 내 뒤를 따라와!\n내가 화산으로 안내한다!\n신도 기뻐한다! 모두 기뻐한다!	npc-dialogue	translated
C0-07B367	[DFT][BYTE:B4][BYTE:B3][DFT]화산에는 신이 산다.\n하지만 신은 화가 나 있다.\n신이 화내면 아주 무섭다!	npc-dialogue	translated
C0-07B39D	[DFT]무서워, 무서워.\n또 신이 화났어!	npc-dialogue	translated
C0-07B3B4	[DFT]큰일이야, 큰일!\n주술사가 신의 저주라며\n마을 사람을 모두 [KATAKANA]쥐[HIRAGANA]로 만들었어!\n어떡해, 어떡해˳	npc-dialogue	translated
C0-07B3F4	[DFT]네가 마을 사람들을 도왔다!\n신도 더는 화내지 않아!\n우리는 기뻐!\n모두 네 덕분이야!	npc-dialogue	translated
C0-07B42C	[DFT][KATAKANA]쥐[HIRAGANA]는 싫어!\n저리 가!	npc-dialogue	translated
C0-07B4E8	[DFT][BYTE:B5][DFT]잘 왔다, 잘 왔다.\n환영한다! 환영한다!\n이건 환영의 춤!	npc-dialogue	translated
C0-07B512	[DFT]너무 많이 말을 걸면 안 돼!\n춤을 모두와 함께\n제대로 출 수 없게 된다!	npc-dialogue	translated
C0-07B53E	[DFT]이· 이건 액막이 춤!\n죽은 사람은 돌아오면 안 돼!	npc-dialogue	translated
C0-07B560	[DFT]큰일이야, 큰일!\n모두 [KATAKANA]쥐[HIRAGANA]가 됐어!\n쥐는 춤을 출 수 없어.\n곤란해, 곤란해˳	npc-dialogue	translated
C0-07B592	[DFT]너 역시 신의 사자구나!\n이건 신을 찬양하는 춤이야!	npc-dialogue	translated
C0-07B5B6	[DFT]이건 비를 부르는 춤!\n더워서 춤추기도 힘들어!	npc-dialogue	translated
C0-07B5D4	[DFT]비가 왔다, 비가 왔다!\n이건 감격의 춤!	npc-dialogue	translated
C0-07B6C0	[DFT][KATAKANA]쥐[HIRAGANA]가 되면 요리를 못 해!\n요리를 못 하면 나는 할 일이 없어!\n곤란해, 곤란해˳	npc-dialogue	translated
C0-07B6F3	[DFT][KATAKANA]쥐[HIRAGANA]다!\n쥐는 훌륭한 요리 재료야!\n너도 요리 재료가 돼!	npc-dialogue	translated
C0-07B789	[DFT]놀랐지?\n[PAU:1E]이건 우리 마을에 전해지는\n옛날 장난이야!\n모두 깜짝 놀란다˳	npc-dialogue	translated
C0-07B7B8	[DFT]요즘 화산에\n괴물이 나타나.\n괴물은 삶아도 구워도 못 먹어.\n나는 기쁘지 않아!	npc-dialogue	translated
C0-07B7EC	[DFT]나· 나는 평범한 요리사야!\n나는 전혀 나쁘지 않아!\n그러니 나를 원망하면 안 돼!	npc-dialogue	translated
C0-07B81F	[DFT]너는 마을의 영웅!\n내가 너를 위해 요리를 만들게.\n오늘은 [KATAKANA]앨리게이터[HIRAGANA] 튀김!\n오기쿠보에서는 조금 유명해!	npc-dialogue	translated
C0-07B865	[DFT]더워서 요리도 힘들어!\n나는 땀을 비 오듯 흘려!	npc-dialogue	translated
C0-07B91E	[DFT][BYTE:BA][DFT]여기가 네가 잘 곳이야.\n하지만 지금 자는 건 게으름뱅이지.\n마을을 빙빙 돌아다니다\n지쳐서 자는 게 최고야!	npc-dialogue	translated
C0-07B9BB	[DFT]오늘도 날씨가 아주 좋아!\n너는 오늘 화산에 가.\n안내할 사람이 마을 출구에 있어.\n어서 가, 어서 가!	npc-dialogue	translated
C0-07BA01	[DFT]나도 [KATAKANA]쥐[HIRAGANA], 모두 [KATAKANA]쥐[HIRAGANA].\n마을 전체가 [KATAKANA]쥐[HIRAGANA]투성이야.\n전부 주술사 짓이야!\n내 장사는 망했어!	npc-dialogue	translated
C0-07BA3B	[DFT]너를 화산으로 보낸 건\n주술사의 명· 명령이야!\n나· 나는 나쁘지 않아!	npc-dialogue	translated
C0-07BA69	[DFT]너는 마을의 은인!\n마을의 은인에게는 극진히 대접한다!\n실컷 자도 좋아!	npc-dialogue	translated
C0-07BC13	[DFT][KATAKANA]로즈[HIRAGANA] 씨를 보거든\n당장 돌아오라고 전해 줘.\n모처럼 시찰하기 좋은 날씨인데\n정말이지!	npc-dialogue	translated
C0-07BD3D	[DFT][NUM:BD6BD7]여기는 마을 주술사님의 집!\n주술사는 신의 분노를 가라앉힌다.\n그래서 주술사님은 훌륭하다.\n그래서 공물이 가득하다!	npc-dialogue	translated
C0-07BD88	[DFT]주술사님은 지금 외출 중!\n주술사님이 없는 동안\n집 안에는 아무도 들어갈 수 없어.\n그러니 너도 돌아가!	npc-dialogue	translated
C0-07BDC6	[DFT]나는 정말 잘못했어.\n주술사는 사실 나쁜 놈이야.\n나는 정말 부끄러워˳	npc-dialogue	translated
C0-07BDF2	[DFT]주술사님은 지금 촌장님 댁에 있어.\n촌장님이 주술사님 말을 들으면\n모두 원래대로 돌아올 거야!	npc-dialogue	translated
C0-07BE2F	[DFT]나· 나는 하나도 안 무서워!\n나는 주술사님을 믿어!\n주술사님에게는 신이 함께해!	npc-dialogue	translated
C0-07BEA9	[DFT]잘 돌아왔어!\n촌장님이 너를 기다리고 있어!\n어서 가!	npc-dialogue	translated
C0-07C067	[CLR]물어보면 잠깐의 창피!\n묻지 않으면 평생의 창피!\n언제든 물어보러 오게!	npc-dialogue	translated
C0-07C113	[DFT]마을의 전설은 이렇게 말한다.\n언젠가 신의 사자가 와서\n마을을 구하고 마을의 보물을 받는다.\n너는 반드시 보물을 손에 넣을 거야!	npc-dialogue	translated
C0-07C299	[DFT][E2:040E]뭐? 뭔가 알아낸 거야?\n뭐?[PAU:0A]그저 나와 이야기하고 싶었다고?\n[PAU:1E]귀여운 말을 하네˳	npc-dialogue	translated
C0-07C2E3	[DFT]\n훌륭한 촌장님의 집	npc-dialogue	translated
C0-07C325	[DFT][BYTE:B1][PAL:02]··	npc-dialogue	translated
C0-07C3B6	[DFT]나그네여, 잘 왔다!\n나는 이 마을의 촌장!\n나그네를 진심으로 환영한다!	npc-dialogue	translated
C0-07C3E4	[DFT]나그네여, 미안하다.\n부끄러운 모습을 보였구나.\n하지만 저건 아무것도 아니다.\n잊어라, 잊어!	npc-dialogue	translated
C0-07C5D6	[DFT]너와 저 아가씨는 정말 용감해!\n하지만 너는 괜찮아!\n너는 신의 사자!\n진짜 신께서 분명 너를 지켜 주실 거야!	npc-dialogue	translated
C0-07C6DC	[DFT][JMP][NUM:D7E01B]\n너에 관한 이야기는 앞으로도\n이 섬에서 계속 전해질 거야!	npc-dialogue	translated
C0-07C7E4	[DFT][KATAKANA]쥐[HIRAGANA]도 잘 왔다!\n환영한다, 환영해!	npc-dialogue	translated
C0-07C8BF	[DFT]이분이 촌장님!\n촌장님은 원래 마을에서 가장 훌륭해!\n하지만 요즘은 주술사가 더 훌륭해!\n그래도 정말 상냥하고 좋은 분이야!	npc-dialogue	translated
C0-07C909	[DFT]희생양이 돌아왔다!\n분명 네가 신의 사자야!\n훌륭한 촌장님도 그렇게 말씀하셨어!	npc-dialogue	translated
C0-07C939	[DFT]네가 마을을 구했어!\n역시 너는 신의 사자야!\n훌륭한 촌장님도 그렇게 말씀하셔!	npc-dialogue	translated
C0-07C968	[DFT]우리는 비밀의 춤을 알고 있어.\n춤을 추면 신전으로 가는 길이 열려.\n너를 위해 춤을 출 테니\n우리 뒤를 따라와!	npc-dialogue	translated
C0-07C9AB	[DFT]보물은 찾았나?\n신은 사람을 시험해.\n하지만 네가 정말 신의 사자라면\n분명 신의 보물을 손에 넣을 거야!	npc-dialogue	translated
C0-07C9EB	[DFT]너는 마을의 은인! 마을의 은인!\n너에 관한 이야기는 앞으로도\n마을에서 전해질 거야!	npc-dialogue	translated
C0-07CA1F	[DFT]여관 앞에 있는 남자가 [PAL:02]입구에서\n이상한 남자가 도망치는 걸 봤대.\n그 이상한 남자는 분명 신의 이름을 사칭하는\n나쁜 놈일 거야!	npc-dialogue	translated
C0-07CA62	[DFT]마을에 계속 비가 안 와.\n마을은 바싹 말랐고\n우리도 바싹 말랐어˳	npc-dialogue	translated
C0-07CAFB	[DFT]\n그 이야기, 나도 들었어!	npc-dialogue	translated
C0-07CB10	[DFT][E2:043F]재미있는 이야기잖아!\n[PAL:03]아름다운 아가씨[PAL:00]를 제물로 바친다니,\n여기 딱 한 명 있잖아!	npc-dialogue	translated
C0-07CECA	[DF4]이제 마을 사람은\n모두 [KATAKANA]쥐[HIRAGANA]가 됐어.\n이제 촌장만 남았군!\n······흠?	npc-dialogue	translated
C0-07CF4B	[DFT]왜 훌륭한 주술사님까지\n[KATAKANA]쥐[HIRAGANA]가 된 거야!?\n원래대로 돌려놔!\n안 그러면 신의 저주가 내릴 거야!	npc-dialogue	translated
C0-07D06B	[CLR][DFT]\n이봐!\n신이 계신 곳에 가까이 가면 안 돼!	npc-dialogue	translated
C0-07D188	[DF4]너는 여기서 기다려!\n곧 신이 데리러 올 거야.\n우리는 신이 무서워.\n그러니 돌아가!	npc-dialogue	translated
C0-07D210	[DFT][NXT]가어머, 꼬마야!\n[PAU:1E]재미있는 [KATAKANA]투어[HIRAGANA]였지!\n마지막에 공장이 폭발하는 장면은\n나이에 걸맞지 않게 두근두근했어![NXT]가	npc-dialogue	translated
C0-07D3DD	[DFT]··········\n···응답이 없다˳	npc-dialogue	translated
C0-07D767	[CLR][DFT][E2:0FDC]············\n[PAU:1E]···[NXT]가[KATAKANA]아키하바라[HIRAGANA] 군···˳	npc-dialogue	translated
C0-07D7A4	[DFT]\n[KATAKANA]찍[HIRAGANA] [KATAKANA]찍[HIRAGANA]	npc-dialogue	translated
