# C0 translation review sheet generated from the verified catalog.
# id	offset	slot length	category	priority	duplicate of	translation	Japanese
C0-09840E	0x09840E	0x0012	npc-dialogue	P3		pending	[DFT]おや こんな所に[KATAKANA]ネズミ[HIRAGANA]かい?
C0-098440	0x098440	0x003A	npc-dialogue	P3		pending	[DFT]これが観光[KATAKANA]ツアー[HIRAGANA]なものか!\n俺たちは だまされたんだ!\nああ これからどうなるんだ\nお先真っ暗だ!
C0-09849A	0x09849A	0x002C	npc-dialogue	P3		pending	[DFT]やっぱり 世の中には\nおいしい話はないってことだね\n勉強になったよ とほほ˳
C0-09858D	0x09858D	0x0019	npc-dialogue	P3	C0-08A66F	pending	[DFT][PAL:02]\n 中から [KATAKANA]カギ[HIRAGANA]がかけられている˳[PAL:00]
C0-0985A7	0x0985A7	0x0203	late-story	P1		pending	[DFT] 耳をすますと\n 中の 話し声が聞こえてきた[FIN][PAL:03]まったく おそまつな計画だわ\nまさか [KATAKANA]ロココ町[HIRAGANA]から\n工場の人手をさらってくるなんて˳[FIN][PAL:02]ふんっ!人手が足りないんだ!\n大体 本部からの予算も足りん!\n[KATAKANA]ハッカー[HIRAGANA]とやらは 神聖な発明を\nなんだと思っているんだ!?[FIN][PAL:03]あら 別にあなたに発明を\nたのんだ営えはなくってよ\nあなたは この改造人間の研究所の\n管理さえしていればいいのよ[FIN]それと 例のものはどうなったの?\nたかだか 村の村長をおどすのに\nずいぶん時間がかかるものだわ˳[FIN][PAL:02]···ふんっ!\nこっちには こっちの都合がある\n口出しせんでもらおうか![FIN][PAL:03]そう\n[PAU:1E]じゃあ お手なみ拝見しましょう\nよろしくたのんだわよ\n[PAU:1E][KATAKANA]ペッパー博士[HIRAGANA][FIN]それと 町長だけは連れて帰るわ\nあれは 私の今後の計画の\n大切な[KATAKANA]コマ[HIRAGANA]ですからね[FIN]···ところでさっきから\nそこに 聞き耳たてている\nぶすいなお客さんが\nいるみたいだけど?[FIN][PAL:02]なに!?\n[PAU:3C]むむむっ···\nなんだ おまえはっ!![PAL:00]
C0-0987AB	0x0987AB	0x003E	npc-dialogue	P3		pending	[DFT]ばっかも[KATAKANA]ー[HIRAGANA]んっ!!\nおまえは むこう100年間\n[PAL:02][KATAKANA]トイレ[HIRAGANA]そうじ[PAL:00]だっ!!\nさっさと行け[KATAKANA]ーーーー[HIRAGANA]っ!!
C0-09886A	0x09886A	0x000D	npc-dialogue	P3	C0-06B5A6	pending	[DFT]\n[KATAKANA]チュウ[HIRAGANA] [KATAKANA]チュウ[HIRAGANA]
C0-098878	0x098878	0x0038	npc-dialogue	P3		pending	[DFT][KATAKANA]ネズミ[HIRAGANA]は この後ろにある\n[PAL:02]ねずみ穴[PAL:00]から出入りできて\nいろいろと 便利なんだ[KATAKANA]チュウ[HIRAGANA]˳
C0-098A79	0x098A79	0x0025	npc-dialogue	P3		pending	[DFT]おいおい\nそこは まだそうじ中なんだよ\n勝手に入らねえでくれよ˳
C0-098B0E	0x098B0E	0x0038	late-story	P1		pending	[DFT]お?[PAU:1E][NAM:00]じゃねえか!\n俺だよ 俺···っと\nこの[KATAKANA]カッコ[HIRAGANA]じゃわからねえか\nちょっと そこで待ってな
C0-098BB7	0x098BB7	0x0032	npc-dialogue	P3		pending	[DF4]俺だよ [KATAKANA]コテツ[HIRAGANA]だよ\n\nなんだよ お前もにせ招待状に\nだまされたのか?なさけないねえ˳
C0-098BEA	0x098BEA	0x0071	event-dialogue	P2		pending	[DFT]え?ここで何してるかって?\n···うるせえなあ これも\n大切なお仕事のひとつなんだよ[FIN]お前こそ ここから出られなくて\n困ってるんじゃねえのか?\n[PAU:14]まあ お前には借りもあるしな\nちょっと こっちに来な!
C0-098CCD	0x098CCD	0x0038	npc-dialogue	P3		pending	[DFT][E2:0350]げるんなら ここからにげな\nこいつは [KATAKANA]ゴミ捨[HIRAGANA]て口だけどよ\n火山のどっかに出られるはずだぜ˳
C0-098D06	0x098D06	0x0036	npc-dialogue	P3		pending	[DFT][E2:034F]にぃ?中がくさいだあっ?\nつべこべ文句ばかり言ってると\n戦闘員の奴らに つきだすぞ˳
C0-098D3D	0x098D3D	0x002E	npc-dialogue	P3		pending	[DFT][E2:033B][KATAKANA]ーーー[HIRAGANA]ったくもうっ!\nそこは おえらいさんの[KATAKANA]トイレ[HIRAGANA]だよ\n出口は こっち!
C0-098D6C	0x098D6C	0x0012	late-story	P1		pending	[DFT][E2:033B]ばよ [NAM:00]!\n元気でな˳
C0-098E50	0x098E50	0x00A7	late-story	P1		pending	[DFT][E2:04C2]がじゃない!\nいい所に来てくれたわ!\nお願いがあるのよ![FIN]あいつ···[KATAKANA]ペッパー[HIRAGANA]が\nこの先に にげこんだのよ\nちょっと さがしてきてくれない?\nこのまま野放しにできないわ![FIN]なんで自分で見にいかないかって?\n[PAU:14]···ここ男子便所でしょっ!\n[PAL:03][KATAKANA]レディ[HIRAGANA][PAL:00]が うろうろできるわけ\nないでしょっ!
C0-098EF8	0x098EF8	0x0035	npc-dialogue	P3		pending	[DFT][E2:043B]のいかさま発明家のことだもの\nなにをしでかすか わからないわ\nお願い!早くさがしてきて!
C0-098F2E	0x098F2E	0x007D	event-dialogue	P2		pending	[DFT][E2:040E]うだった?[PAU:1E]え?[PAU:1E]いない?\n[PAU:1E]本当にさがしたの?\nお願い!もっとよく探してきてよ[FIN]あいつは いかさま発明家なのよ!\nあいつが おこした事件は\nいくつも取材してきたんだから!\n今度もきっと 何かしでかす気よ!
C0-098FAC	0x098FAC	0x006E	late-story	P1		pending	[DFT][E2:040E]う?見つかった?[PAU:14]え?\n行き止まりでだれもいなかった?\n[PAU:1E]···そう[PAU:14] しかたないわね[FIN]わかったわ あたしは他をさがすわ\nここには まだ何かありそうだし\nじゃあね [NAM:00]\n君も 気をつけるのよ!
C0-09906A	0x09906A	0x007F	event-dialogue	P2		pending	[DFT]え?研究所長を探してるの?\n研究所長なら そこの[PAL:02]專用[KATAKANA]トイレ[HIRAGANA][PAL:00]に\nはいったけど?[FIN]え?[KATAKANA]コテツ[HIRAGANA]は どうしたって?\nここの そうじをしていた奴なら\n今 食事に行っているよ\n[PAL:02]食堂[PAL:00]に 行ってるはずだよ˳
C0-0990EA	0x0990EA	0x001B	npc-dialogue	P3		pending	[DFT]なんだか 最近\n[KATAKANA]ネズミ[HIRAGANA]が增えたなあ···˳
C0-099106	0x099106	0x0021	npc-dialogue	P3		pending	[DFT]おいおい そこは[KATAKANA]ゴミ捨[HIRAGANA]て場だよ\n落ちたら あぶないよ˳
C0-099217	0x099217	0x0057	npc-dialogue	P3		pending	[DFT]ここの所長は 気に入らない奴を\n[PAL:02][KATAKANA]ネズミ[HIRAGANA]に変身させる機械[PAL:00]を作ったんだ\n君も 気をつけてね\nそれと [PAU:1E]あの話は[PAL:03][KATAKANA]ナイショ[HIRAGANA][PAL:00]だよ˳
C0-09926F	0x09926F	0x011B	late-story	P1		pending	[DFT]はあ···やってられないよな\nせっかくの南の島だっていうのに\nこんな暗い研究所で 每日每日\nはたらかされてさあっ[FIN]でも 本部の雪山よりは[KATAKANA]マシ[HIRAGANA]だよ\n[PAU:0A]\nところでさ 今度来た所長って\nいやな奴だと思わない?[FIN]やっぱり そう思う?\nあの人[KATAKANA]ロココ町[HIRAGANA]にうらみがあるから\nわざわざ 町の人たちをさらって\n働かせてるんでしょ?[PAU:0A]暗いよね[FIN]でも あの人に逆らうと\nよくてむこうしばらく[PAL:02][KATAKANA]トイレ[HIRAGANA]そうじ\n[PAL:00]悪いと 変な発明品で\n[PAL:02][KATAKANA]ネズミ[HIRAGANA][PAL:00]にされちゃうらしいよ[FIN]\nふぅん きをつけようっと
C0-09939C	0x09939C	0x0079	event-dialogue	P2		pending	[DFT]ねっ![PAU:0A]ねっ![PAU:0A]ねっ!\n今の話 聞いてた!?\nだれかに 話すつもり!?\n それは ひみつです\n 話したりしないよ[TER][CLR]うわ[KATAKANA]ー[HIRAGANA]っ お·おねがいっ!\n所長には [KATAKANA]ナイショ[HIRAGANA]にしてよ[KATAKANA]ー[HIRAGANA]っ\n[KATAKANA]ネズミ[HIRAGANA]にされちゃうよ[KATAKANA]ー[HIRAGANA]っ!
C0-099416	0x099416	0x00A2	late-story	P1		pending	[CLR]そ·そっか···よかった!\n[PAU:1E]そ·そうだ!口止め料がわりに\n[PAL:02][KATAKANA]スタンプ[HIRAGANA][PAL:00]を手におしてあげる![FIN]これが おしてあれば\nこの研究所の たいていの所には\n出入りすることができるからね\nでも所長には [PAL:03][KATAKANA]ナイショ[HIRAGANA][PAL:00]だよ˳[FIN] [NAM:00]は 戦闘員に\n[PAL:02] [KATAKANA]スタンプ[HIRAGANA][PAL:00]を おしてもらった!
C0-0994E1	0x0994E1	0x0023	npc-dialogue	P3		pending	[DFT]たのむよぉ\n早くここから 出てってくれよ\nあやしまれちゃうだろ!
C0-099554	0x099554	0x005D	late-story	P1		pending	[DFT]なんだよ おとなしくなら[NXT]じ···\n[NXT]が[PAU:3C]なんだ[NAM:00]じゃねえか\n[PAU:1E]俺だよ [KATAKANA]コテツ[HIRAGANA]だよ[TPL:D7]え?なにしてるかって?\n[PAU:1E]飯を食うんだよ\n腹がへっては 戦はできねえからな˳
C0-0995B2	0x0995B2	0x012F	late-story	P1		pending	[DFT]え?所長を探してるんだが\n見失ったって?\n[PAU:3C]ばっかだねえお前 この研究所には\nちょっとした しかけがあるのさ[FIN]ふつうじゃ 見えない[KATAKANA]ドア[HIRAGANA]や\n[KATAKANA]トラップ[HIRAGANA]があってな\n[PAL:02][KATAKANA]カメレオングラス[HIRAGANA][PAL:00]ってのがないと\nそれを 見ることはできねえんだぜ[FIN]俺?俺はもちろん持ってるさ\n[PAU:28]え?[PAU:14]欲しい?\n[PAU:14]へへへ 世の中そんなにあまくないぜ\n男なら 自分で手に入れな[FIN]たしか\n[PAL:02]研究開発室[PAL:00]って所で\n作ってるはずだぜ[FIN][JMP][BYTE:A6][BYTE:96][DFT][E2:03C3]ぐ研究開発室[PAL:00]は 食堂を出て\n[KATAKANA]→[HIRAGANA]の方だけど そうかんたんに\n入れてくれないんじゃねえかあ?
C0-0996E2	0x0996E2	0x003A	npc-dialogue	P3		pending	[DFT]おれは\n[PAL:02][KATAKANA]ママ[HIRAGANA]のてづくり[KATAKANA]ハンバーグ[HIRAGANA][PAL:00]をくれよ\nごはんは 大もりでな\n[PAU:1E]え?[PAU:14]そんなものないって?
C0-0997E3	0x0997E3	0x0033	npc-dialogue	P3		pending	[DFT]每日同じ[KATAKANA]メニュー[HIRAGANA]ばかりで\nいやになっちゃうよ···\n仕事する気もなくなっちゃうよな˳
C0-099817	0x099817	0x0018	npc-dialogue	P3		pending	[DFT]\nあっ!また[KATAKANA]ネズミ[HIRAGANA]だ!\nこのやろうめっ!!
C0-099830	0x099830	0x0035	npc-dialogue	P3		pending	[DFT]なんだ この[KATAKANA]ネズミ[HIRAGANA]!?\nちっとも人間をこわがってない!\n\n生意気な奴め!こらしめてやる!
C0-099866	0x099866	0x002A	npc-dialogue	P3		pending	[DFT]こ·[PAU:14]このねずみ!\nばけもんだあぁぁっ!!\nた·たすけて おかあちゃ[KATAKANA]ー[HIRAGANA]んっ!
C0-0998CB	0x0998CB	0x0017	npc-dialogue	P3		pending	[DFT]なんだよぉ\nおとなしく 順番をまてよぉ˳
C0-0998E3	0x0998E3	0x0041	npc-dialogue	P3		pending	[DFT]食堂のおやじが\n[PAL:02]出前[PAL:00]する奴がいない!って\n俺に あたるんだよ···\n[PAU:14]どこも 人手不足なんだよね˳
C0-099925	0x099925	0x0045	npc-dialogue	P3		pending	[DFT]俺 A[KATAKANA]ランチ[HIRAGANA]!はやくしてね\nこれから [KATAKANA]ネズミ[HIRAGANA]たいじの当番なんだ\nまったく 最近\n[KATAKANA]ネズミ[HIRAGANA]が多くて 困っちゃうよ˳
C0-09998C	0x09998C	0x005F	event-dialogue	P2		pending	[DFT]ここはね 改造人間の\n研究を 行っているんだけど\n最近は 新しい所長のしゅみで\n変な機械ばかり 作らされてるんだ[FIN]\n···おっと\nしゃべりすぎちゃったかな˳
C0-099A52	0x099A52	0x0046	npc-dialogue	P3		pending	[DFT]てやんでいっ\n所長の奴が 本部からの予算を\n全部 研究につぎこんじまうから\n[KATAKANA]ロク[HIRAGANA]な料理が 作れやしねえよ!
C0-099A99	0x099A99	0x00BB	late-story	P1		pending	[DFT]おおっ!いい所に人が来たぜ!\nお前さん 今[KATAKANA]ヒマ[HIRAGANA]かい?\n はい [KATAKANA]ヒマ[HIRAGANA]で[KATAKANA]ー[HIRAGANA]す\n 今 いそがしいで[KATAKANA]ー[HIRAGANA]す[TER][CLR]それは よかったぜ!\n人手が足りなくて 困ってたんだよ\n[PAL:02]研究開発室に 出前を\nとどけてくれねえかい?[FIN][PAL:00]食堂の出前だって言えば\n開けてくれるからよ\nわりいな たのんだぜ!\n[PAU:14]ああ いそがしいいそがしい!
C0-099B55	0x099B55	0x0038	npc-dialogue	P3		pending	[CLR]てやんでいっ!\n最近の 若いもんはすぐに\nいそがしいで にげやがる!\nじゃまだじゃまだ 出ていきなっ!
C0-099B8E	0x099B8E	0x0036	npc-dialogue	P3		pending	[DFT][PAL:02]研究開発室[PAL:00]は 食堂を出て\n[KATAKANA]→[HIRAGANA]の方だからな\nいいかい まちがえるんじゃねえぞ˳
C0-099BC5	0x099BC5	0x007B	event-dialogue	P2		pending	[DFT]最近よぉ きょう暴な[KATAKANA]ネズミ[HIRAGANA]が\n出るっつうんで みんなこわがって\nだれも食事に こなくなっちまった[FIN]仕方ねえから [KATAKANA]ネズミ[HIRAGANA]どもに\nめしを くわしてやってるんだ\nま 文句を言わねえ分\nあいつらの方が かわいいもんさ˳
C0-099C9D	0x099C9D	0x0031	npc-dialogue	P3		pending	[DFT]だれだい?\n部外者の立入りは おことわりだよ\n研究のじゃまだよ!帰って帰って!
C0-099CCF	0x099CCF	0x003D	npc-dialogue	P3		pending	[DFT]だれ?食堂の出前の人?\nえ?ちがうの\nじゃあ 帰った帰った!\n部外者の立入りは おことわりだよ˳
C0-099D0D	0x099D0D	0x002F	npc-dialogue	P3		pending	[DFT]だれ?食堂の出前の人?\nああよかった お腹ぺこぺこだよ\nさあ 入って入って!
C0-099D3D	0x099D3D	0x002D	npc-dialogue	P3		pending	[DFT]だれ?食堂の出前の人?\nえ?おさらを取りにきたの?\nじゃあ 入っていいよ˳
C0-099DA7	0x099DA7	0x0091	late-story	P1		pending	[DFT]新しい所長が来てから\n変なものばかり開発させられてるよ\nこの間は [PAL:02]人間を[KATAKANA]ネズミ[HIRAGANA]に変える\n機械[PAL:00]を作ったしね[FIN]今は 所長が拾ってきた\n部品を調べているんだ\n所長は[PAL:02]大むかしの発明品[PAL:00]だって\n言ってたけど 本当かねえ?
C0-099E39	0x099E39	0x0031	npc-dialogue	P3		pending	[DFT]ありがと[KATAKANA]ー[HIRAGANA]っ!今いそがしくて\n手が はなせないんだ\nその辺に置いておいてね[KATAKANA]ー[HIRAGANA]っ!
C0-099E96	0x099E96	0x0058	event-dialogue	P2		pending	[DFT]今は おてごろ[KATAKANA]サイズ[HIRAGANA]の\n[PAL:02]人間を[KATAKANA]ネズミ[HIRAGANA]にする[KATAKANA]レーザー[HIRAGANA][PAL:00]を\n作らされているんだ···\n変なもんばっかで いやになるよ[FIN]\n少し てぬきしちゃおうかな˳
C0-099EEF	0x099EEF	0x0046	npc-dialogue	P3		pending	[DFT]お[KATAKANA]フロ[HIRAGANA]に10日も入ってないし\nくつ下も くさくなってきたし···\n[PAU:1E]たまには おうちの[KATAKANA]ベッド[HIRAGANA]で\nゆっくり ねたいよ···˳
C0-099FA6	0x099FA6	0x0031	late-story	P1		pending	[DFT] [NAM:00]は 本をみつけた\n 本には [PAL:02][KATAKANA]カメレオングラス[HIRAGANA][PAL:00]の\n ことが 書かれていた˳
C0-09A08D	0x09A08D	0x002C	npc-dialogue	P3		pending	[DFT]あっ!こらっ!\n勝手に 出てきちゃ[KATAKANA]ダメ[HIRAGANA]だよっ!\nほら!持ち場にもどって!
C0-09A243	0x09A243	0x001B	npc-dialogue	P3		pending	[DFT] ··········\n[PAU:1E] なんとなく あやしい˳
C0-09A30B	0x09A30B	0x0037	npc-dialogue	P3		pending	[DFT][E2:0554]っはっはっ いいかっこうだ\n天才発明家[KATAKANA]ペッパー樣[HIRAGANA]にさからうと\nこういう目にあうのだ!
C0-09A343	0x09A343	0x0030	npc-dialogue	P3		pending	[DFT][E2:0543]がらわしい ねずみめっ!\nさっさと その部屋のすみの\nねずみ穴から 出て行け!
C0-09A374	0x09A374	0x002A	npc-dialogue	P3		pending	[DFT][E2:055B]むむっ なんだお前は!\n神聖な研究所に 勝手に入りおって!
C0-09A39F	0x09A39F	0x001B	npc-dialogue	P3		pending	[DFT][E2:053F]前のような ふとどき者は\nこうしてくれる!
C0-09A415	0x09A415	0x0217	late-story	P1		pending	[DFT]\n[PAL:02] 天才発明家 [KATAKANA]ペッパー[HIRAGANA]の日記[FIN] [KATAKANA]*月*日[HIRAGANA]\n [KATAKANA]ハッカー[HIRAGANA]に[KATAKANA]スカウト[HIRAGANA]され\n ここへ来たが ただの\n 工場ではないか![KATAKANA]バカ[HIRAGANA]にしとる![FIN] [KATAKANA]*月*日[HIRAGANA]\n 今私は もうれつに感動してる!\n 火山の中で とんでもないものを\n 発見したのだ![FIN] 一体 どれぐらい昔のものか\n[PAL:03] 火山のふん火を操作する機械[PAL:02]だ!\n これを利用しない手はない\n 早速 研究所に持ち帰ってきた˳[FIN] [KATAKANA]*月*日[HIRAGANA]\n あの機械は 思わぬ効果があった\n これで島の村人を操ることができる\n 大いに利用しよう˳[FIN] [KATAKANA]*月*日[HIRAGANA]\n [KATAKANA]ハッカー[HIRAGANA]の戦闘員どもが\n やる気のない奴らばかりなので\n [KATAKANA]ロココ町[HIRAGANA]から 人を連れてきた[FIN] [KATAKANA]タダ[HIRAGANA]で南の島に招待すると言ったら\n だまされた[KATAKANA]バカ[HIRAGANA]どもがやってきた\n いつぞや この[KATAKANA]ペッパー樣[HIRAGANA]を\n [KATAKANA]バカ[HIRAGANA]にした仕返しだ ざまみろ[FIN] あの機械のことが気になるので\n 火山を 色々調べることにした\n 他にも 先人の作った発明品が\n 見つかるかもしれん···˳[PAL:00]
C0-09A62D	0x09A62D	0x0012	npc-dialogue	P3		pending	[DFT] ···[PAU:28]赤くて読みずらい˳
C0-09A6FF	0x09A6FF	0x0033	npc-dialogue	P3		pending	[DFT][E2:0360]う来たな [KATAKANA]ネズ公[HIRAGANA]\n今すぐ この機械で人間に\nもどしてやるからな [PAU:14]いいか?
C0-09A733	0x09A733	0x0023	npc-dialogue	P3		pending	[DFT][E2:033F]いおい [KATAKANA]ネズ公[HIRAGANA]\nそんなはじっこにいないで\n前に来な˳
C0-09A757	0x09A757	0x0010	late-story	P1		pending	[DFT] [NAM:00]は 人間にもどった!
C0-09A768	0x09A768	0x0117	late-story	P1		pending	[DFT][E2:03DC]ぞ···なんだよ···お前\n[NXT]が[NAM:00]じゃねえかよ\nか[KATAKANA]ー[HIRAGANA]っ お前も青いねえ[FIN]だいたい 何でもどってきたんだ?\n[PAU:1E]え?[PAU:1E]地震を止めにきた?\n[KATAKANA]バカ[HIRAGANA]だねえ [PAL:02]地震発生裝置[PAL:00]を\n止めるには やり方があるんだぞ[FIN]知っているのは 研究所長と\n[PAL:02]管理してた戦闘員[PAL:00]ぐらいだろうな\n[PAU:1E]もっとも 戦闘員の方は\n[PAL:02][KATAKANA]ネズミ[HIRAGANA]にされた[PAL:00]って話だしな[FIN]さてひと仕事終ったし 帰るかな\nあの はねっかえり女が来たら\nかなわんしな[FIN]\nじゃ あばよ!\nもう [KATAKANA]ドジ[HIRAGANA]ふむんじゃねえぞ!
C0-09A976	0x09A976	0x0021	npc-dialogue	P3		pending	[DFT][E2:04DC]ぎちょっと!!しっしっ!\nこっちに 来ないでよぉっ![NXT]が
C0-09A998	0x09A998	0x003A	npc-dialogue	P3		pending	[DFT][E2:04DC]ぞ···········\n[NXT]ぎきゃ[KATAKANA]ーーーーーーーーーーーー[HIRAGANA]っ!\n[KATAKANA]ネズミ[HIRAGANA]ぃぃぃぃぃぃぃぃぃぃっ!![NXT]が
C0-09A9D3	0x09A9D3	0x0022	npc-dialogue	P3		pending	[DFT][E2:040A]っ·[PAU:28]だめ[KATAKANA]ーーーーーー[HIRAGANA]っ\nもう たえらんないぃぃっ!!
C0-09AB1C	0x09AB1C	0x0040	npc-dialogue	P3		pending	[DFT][E2:034A]のむわ 俺この手の女苦手なんだ\nうまく言ったら お前が人間に\nもどる方法を教えてやってもいいぜ˳
C0-09AB5D	0x09AB5D	0x0143	late-story	P1		pending	[DFT][E2:0357]っへっへっ でかしたな\nまったく なんだよあの女は\nとんだ はねっかえりだぜ[FIN]さて 商談に入ろうか\n[PAU:14]実はな この研究所の中に\n本部とか言う所から送られてくる\n[PAL:02]研究資金[PAL:00]てのが あるらしいんだ[FIN]だがな [PAL:02]部屋の前に\n3人も見張りがいて[PAL:00]入りこめねえんだ\nお前は [KATAKANA]ネズミ[HIRAGANA]だ\n俺よりは 色んな所に動けるだろ?[FIN]そこでだ![PAL:02]その資金を手に入れて\n俺に わたしてほしいんだ\n[PAL:00]そうしたら お前を\n人間にもどす手伝いをしてやるよ[FIN]俺は ここで待ってるからな\nそこの ねずみ穴から\n色んな所に 行けるはずだぜ\nたのんだぜ [KATAKANA]ネズ公[HIRAGANA]よ!
C0-09ACA1	0x09ACA1	0x0083	late-story	P1		pending	[DFT][E2:030E]うした?お宝はみつかったか?\n[PAU:0A]···なんだ てぶらじゃねえか\nお前だって人間にもどりたいだろ?[FIN]研究資金のある 部屋の前には\n[PAL:02]3人の見張り[PAL:00]がいるはずだ\nそれを目印にして さがすんだぞ\nたのんだぜ [KATAKANA]ネズ公[HIRAGANA]!
C0-09AD25	0x09AD25	0x00A6	late-story	P1		pending	[DFT][E2:030D]かしたじゃねえか [KATAKANA]ネズ公[HIRAGANA]!\n早速だが そのお宝は\nこっちに ちょうだいするぜ[TPL:D7] [KATAKANA]コテツ[HIRAGANA]に [PAL:02]5000[KATAKANA]トロン[HIRAGANA][PAL:00]を\n とられてしまった![FIN]さて やくそくは守ろうか\nお前 [PAL:02]秘密研究室[PAL:00]は知ってるな?\nお前が [KATAKANA]ネズミ[HIRAGANA]に変えられた所だよ\nそこで待ってるから 後から来な˳
C0-09ADCC	0x09ADCC	0x0098	late-story	P1		pending	[DFT]ん?\n[PAU:28]···おい···本当に\nこれしか 入ってなかったのか?\n···まあしかたねえや[FIN] [KATAKANA]コテツ[HIRAGANA]に [PAL:02]所持金全部[PAL:00]を\n とられてしまった![FIN][JMP]6[BYTE:AD][DFT]ん?···ちょっとまて\n金はどうしたんだ 金だよ!\n金がなきゃ 人間にもどせねえなあ\nあ[KATAKANA]ー[HIRAGANA]あ[KATAKANA]ー[HIRAGANA] かわいそうに˳
C0-09AE65	0x09AE65	0x003E	npc-dialogue	P3		pending	[DFT]あやしいわねえ この機械···\n[KATAKANA]スイッチ[HIRAGANA]おしても\nうんともすんとも言わないじゃない\nこわれているのかしら···˳
C0-09AEA4	0x09AEA4	0x002A	npc-dialogue	P3		pending	[DFT][E2:037E]··········\n···なんだ?お前?\n何やってんだ?こんな所で˳
C0-09AECF	0x09AECF	0x00EC	late-story	P1		pending	[DFT][E2:045B]っ [PAU:1E]お前とは何よ!お前とはっ!\nあんたこそ何よっ 見た所\nここの關係者でもなさそうだけど?[FIN][E2:0340][KATAKANA]ー[HIRAGANA]っ かわいくねえ女だなっ!\nところでそこの[KATAKANA]ネズ公[HIRAGANA]はなんだよ\nお前も [KATAKANA]バカ所長[HIRAGANA]のぎせい者か?[FIN][E2:04D4]ねずみ[HIRAGANA]なんかに話をして\nますますもって 変な奴だわ!\nあんた一体 何なのよ?[FIN][E2:037E]··ったく うるせえ女だな\nおい[KATAKANA]ネズ公[HIRAGANA]!\nお前 人間の言葉がわかるなら\nこの女を 追いはらってくれ˳
C0-09AFBC	0x09AFBC	0x0031	npc-dialogue	P3		pending	[DFT][E2:033F]いおい [KATAKANA]ネズ公[HIRAGANA]よ\nお前を 人間にもどす方法を\n教えてやってもいいんだぜ?
C0-09B119	0x09B119	0x0053	npc-dialogue	P3		pending	[DFT]また新参者の [KATAKANA]ネズミ[HIRAGANA]だ[KATAKANA]チュウ[HIRAGANA]\n最近 よそ者が增えて困る[KATAKANA]チュウ[HIRAGANA]\n[KATAKANA]ココ[HIRAGANA]は [KATAKANA]オレ達[HIRAGANA]のなわばりだ[KATAKANA]チュウ[HIRAGANA]\nあっちに行く[KATAKANA]チュウ[HIRAGANA]˳
C0-09B16D	0x09B16D	0x0109	late-story	P1		pending	[DFT]何度きても [KATAKANA]ダメ[HIRAGANA]だ[KATAKANA]チュウ[HIRAGANA]\n[PAU:14]···[KATAKANA]ナニナニ[HIRAGANA]?\nお前は元々人間で これから\n人間にもどしてもらう[KATAKANA]チュウ[HIRAGANA]?[FIN]どうも あやしい[KATAKANA]チュウ[HIRAGANA]\nでも [KATAKANA]ネズミ[HIRAGANA]のくせに\n人間にあこがれるのも変だ[KATAKANA]チュウ[HIRAGANA]\n[PAU:14]よし!じゃあお前を試す[KATAKANA]チュウ[HIRAGANA][FIN]今[PAL:02]食堂[PAL:00]で\n[PAL:02][KATAKANA]ネズミ[HIRAGANA]そうじ[PAL:00] がおこなわれていて\n食べ物を取りに行けなくて\nとても困ってる[KATAKANA]チュウ[HIRAGANA][FIN]お前 ちょっと行って\nあいつらを 何とかする[KATAKANA]チュウ[HIRAGANA]\nできないんだったら\nここは 通してやらない[KATAKANA]チュウ[HIRAGANA]˳
C0-09B277	0x09B277	0x003B	npc-dialogue	P3		pending	[DFT]まだ 食堂の奴らを\nなんとかできないのか[KATAKANA]チュウ[HIRAGANA]?\n本当は 人間だなんて\n[KATAKANA]ウソ[HIRAGANA]だろ [KATAKANA]チュウ[HIRAGANA]˳
C0-09B2B3	0x09B2B3	0x0043	npc-dialogue	P3		pending	[DFT]え?本当に食堂の奴らを\nなんとかしてくれた[KATAKANA]チュウ[HIRAGANA]?\nお前は すごい[KATAKANA]チュウ[HIRAGANA]!\nじゃあ 食事に行く[KATAKANA]チュウ[HIRAGANA]!
C0-09B324	0x09B324	0x008B	late-story	P1		pending	[DFT]お前も 工場長に[KATAKANA]ネズミ[HIRAGANA]に\nされた[KATAKANA]チュウ[HIRAGANA]?\nそのうち この工場は\n[KATAKANA]ネズミ[HIRAGANA]だらけになる[KATAKANA]チュウ[HIRAGANA][FIN]そういえば この上の方にある\n[PAL:02]地震発生裝置[PAL:00]の管理人も\n[KATAKANA]ネズミ[HIRAGANA]にされたらしい[KATAKANA]チュウ[HIRAGANA]\nあいつは どこに行ったか[KATAKANA]チュウ[HIRAGANA]˳
C0-09B3B0	0x09B3B0	0x0049	npc-dialogue	P3		pending	[DFT]さっき この先の部屋に\n女の子が [KATAKANA]ウロウロ[HIRAGANA]してた[KATAKANA]チュウ[HIRAGANA]\nちょっとのぞいたら すごい声で\nさけばれて びっくりした[KATAKANA]チュウ[HIRAGANA]˳
C0-09B455	0x09B455	0x0036	npc-dialogue	P3		pending	[DFT]ちょっと 食事に来ただけなのに\nあの人間が じゃまする[KATAKANA]チュウ[HIRAGANA]\nなんとかしてほしい[KATAKANA]チュウ[HIRAGANA]˳
C0-09B48C	0x09B48C	0x0033	npc-dialogue	P3		pending	[DFT]これで ゆっくり\n食事ができるようになった[KATAKANA]チュウ[HIRAGANA]\nここのごはんは\nなかなかいける[KATAKANA]チュウ[HIRAGANA]˳
