# English physical dialogue catalog; translation fields are intentionally blank until review.
record_id	region	start_offset	terminator_offset	length_without_terminator	raw_hex	control_summary	ascii_chars	line_breaks	page_breaks	has_highlight	classification	english	korean_translation	translation_status	required_hangul	missing_hangul	length_delta
EN-0AB0D2	main-dialogue-6	0x0AB0D2	0x0AB11A	72	D7 E3 19 E3 50 49 20 64 6F 3F 20 49 74 20 73 65 65 6D 73 CD 6E 6F 20 E3 78 65 6C 73 65 20 E3 16 69 6E 20 50 6F 70 73 60 73 CD E3 79 E3 15 64 61 79 2E 2E 2E CD C9 1E E3 36 69 74 20 77 61 73 6E 60 74 20 6D 65 2E 2E 2E	15:1 16:1 19:1 1E:1 C9:1 CD:3 D7:1 E3:7	56	3	0	False	confirmed-record	[TOP][E3][19][E3]PI do? It seems\nno [E3]xelse [E3][16]in Pops`s\n[E3]y[E3][15]day...\n[C9][1E][E3]6it wasn`t me...		pending			
EN-0AB11B	main-dialogue-6	0x0AB11B	0x0AB186	107	D7 E3 5B E3 A7 50 6F 70 73 20 63 61 6D 65 CD 74 6F 20 61 70 6F 6C 6F 67 69 7A 65 2E CD 48 65 20 E3 2F E3 00 6A 65 77 65 6C 73 2E CD E3 62 E3 16 67 6F 6F 64 21 DE D7 E3 8F E3 25 74 6F 20 62 65 CD 6E 65 69 67 68 62 6F 72 73 2E 20 57 65 20 E3 0F 73 74 61 72 74 CD 6F 66 66 20 6F 6E 20 E3 00 77 72 6F 6E 67 20 66 6F 6F 74 2E	00:2 0F:1 16:1 8F:1 A7:1 CD:5 D7:2 DE:1 E3:10	83	5	0	False	confirmed-record	[TOP][E3][[E3][A7]Pops came\nto apologize.\nHe [E3]/[E3][00]jewels.\n[E3]b[E3][16]good![DE][TOP][E3][8F][E3]%to be\nneighbors. We [E3][0F]start\noff on [E3][00]wrong foot.		pending			
EN-0AB187	main-dialogue-6	0x0AB187	0x0AB1B8	49	D7 E3 31 6D 6F 75 73 65 CD 59 6F 75 60 64 20 62 65 74 74 65 72 20 67 6F 20 62 65 66 6F 72 65 CD E3 00 63 61 74 20 63 68 61 73 65 73 20 79 6F 75 2E	00:1 CD:2 D7:1 E3:2	43	2	0	False	confirmed-record	[TOP][E3]1mouse\nYou`d better go before\n[E3][00]cat chases you.		pending			
EN-0AB22B	main-dialogue-6	0x0AB22B	0x0AB232	7	D7 CD 4D 65 6F 77 21	CD:1 D7:1	5	1	0	False	confirmed-record	[TOP]\nMeow!		pending			
EN-0AB233	main-dialogue-6	0x0AB233	0x0AB239	6	D7 48 6D 6D 6D 21	D7:1	5	0	0	False	confirmed-record	[TOP]Hmmm!		pending			
EN-0AB23A	main-dialogue-6	0x0AB23A	0x0AB288	78	D7 E3 09 73 70 65 61 6B 20 43 61 74 3F 20 4D 65 6F 77 21 3F CD E3 03 73 75 72 70 72 69 73 65 64 2E 20 49 66 20 6D 79 CD E3 97 73 70 6F 6B 65 20 63 61 74 2C 20 49 20 63 6F 75 6C 64 CD 61 73 6B 20 E3 0C 66 6F 6F 64 2E 20 4D 65 6F 77 21	03:1 09:1 0C:1 97:1 CD:3 D7:1 E3:4	66	3	0	False	confirmed-record	[TOP][E3][09]speak Cat? Meow!?\n[E3][03]surprised. If my\n[E3][97]spoke cat, I could\nask [E3][0C]food. Meow!		pending			
EN-0AB289	main-dialogue-6	0x0AB289	0x0AB316	141	D7 E3 03 73 6F 72 72 79 20 E3 0C 6D 79 20 6D 61 73 74 65 72 2E CD 49 74 20 E3 D9 E3 00 C3 02 4D 6F 75 73 65 C3 00 CD E3 BC 69 74 2E 20 4D 65 6F 77 21 CD E3 06 E3 26 68 69 6D 21 20 4D 65 6F 77 21 DE D7 E3 45 61 20 C3 02 E3 90 68 6F 6C 65 CD 62 65 74 77 65 65 6E 20 64 72 61 77 65 72 73 20 C3 00 4D 65 6F 77 2E CD E3 04 6D 69 63 65 20 E3 20 E3 4A 77 68 65 6E CD 6E 6F 20 6F 6E 65 60 73 20 74 68 65 72 65 2E 20 4D 65 6F 77 21	00:3 02:2 03:1 04:1 06:1 0C:1 90:1 BC:1 C3:4 CD:6 D7:2 D9:1 DE:1 E3:12	104	6	0	True	confirmed-record	[TOP][E3][03]sorry [E3][0C]my master.\nIt [E3][TOP2][E3][00][YELLOW]Mouse[/HIGHLIGHT]\n[E3][BC]it. Meow!\n[E3][06][E3]&him! Meow![DE][TOP][E3]Ea [YELLOW][E3][90]hole\nbetween drawers [/HIGHLIGHT]Meow.\n[E3][04]mice [E3] [E3]Jwhen\nno one`s there. Meow!		pending			
EN-0AB317	main-dialogue-6	0x0AB317	0x0AB33F	40	D7 49 20 67 6C 61 64 20 6D 79 20 E3 97 69 73 20 77 65 6C 6C 2E CD 49 20 E3 16 77 6F 72 72 69 65 64 2E 20 4D 65 6F 77 2E	16:1 97:1 CD:1 D7:1 E3:2	34	1	0	False	confirmed-record	[TOP]I glad my [E3][97]is well.\nI [E3][16]worried. Meow.		pending			
EN-0AB396	main-dialogue-6	0x0AB396	0x0AB3E0	74	D7 48 65 6C 6C 6F 21 CD C9 1E 41 66 74 65 72 20 49 20 E3 C0 69 6E 2C 20 49 20 CD 66 69 6E 61 6C 6C 79 20 E3 6C 6D 79 20 6F 77 6E 20 72 6F 6F 6D 2E CD C9 1E E3 03 68 61 70 70 79 2E 20 43 61 6E 60 74 20 E3 01 74 65 6C 6C 3F	01:1 03:1 1E:2 C0:1 C9:2 CD:3 D7:1 E3:4	59	3	0	False	confirmed-record	[TOP]Hello!\n[C9][1E]After I [E3][C0]in, I \nfinally [E3]lmy own room.\n[C9][1E][E3][03]happy. Can`t [E3][01]tell?		pending			
EN-0AB3E1	main-dialogue-6	0x0AB3E1	0x0AB419	56	D7 4D 79 20 E3 61 69 73 20 6F 75 74 2E 20 53 68 65 20 CD E3 A8 6F 75 72 20 6E 65 69 67 68 62 6F 72 20 77 6F 75 6C 64 CD E3 85 E3 F6 61 20 62 69 67 20 6A 65 77 65 6C 2E	85:1 A8:1 CD:2 D7:1 E3:4 F6:1	46	2	0	False	confirmed-record	[TOP]My [E3]ais out. She \n[E3][A8]our neighbor would\n[E3][85][E3][F6]a big jewel.		pending			
EN-0AB41A	main-dialogue-6	0x0AB41A	0x0AB45A	64	D7 4D 79 20 E3 61 69 73 CD E3 1E 61 20 74 68 69 65 66 21 CD C9 1E 53 68 65 20 61 6C 77 61 79 73 20 73 61 79 73 20 73 68 65 20 68 61 74 65 73 CD 6C 69 61 72 73 20 E3 08 74 68 69 65 76 65 73 21	08:1 1E:2 C9:1 CD:3 D7:1 E3:3	53	3	0	False	confirmed-record	[TOP]My [E3]ais\n[E3][1E]a thief!\n[C9][1E]She always says she hates\nliars [E3][08]thieves!		pending			
EN-0AB45B	main-dialogue-6	0x0AB45B	0x0AB48D	50	D7 52 69 67 68 74 3F 20 4D 79 20 E3 61 69 73 20 6E 6F 74 CD 61 20 74 68 69 65 66 21 3F CD 49 20 62 65 6C 69 65 76 65 20 6D 79 20 6D 6F 74 68 65 72 21	CD:2 D7:1 E3:1	46	2	0	False	confirmed-record	[TOP]Right? My [E3]ais not\na thief!?\nI believe my mother!		pending			
EN-0AB48E	main-dialogue-6	0x0AB48E	0x0AB4CA	60	D7 E3 2E E3 04 67 69 72 6C 20 6E 65 78 74 20 64 6F 6F 72 CD 77 61 6E 74 73 20 74 6F 20 62 65 20 6D 79 20 66 72 69 65 6E 64 3F CD C9 14 2E 2E 2E C9 14 E3 03 62 61 73 68 66 75 6C 2E	03:1 04:1 14:2 C9:2 CD:2 D7:1 E3:3	48	2	0	False	confirmed-record	[TOP][E3].[E3][04]girl next door\nwants to be my friend?\n[C9][14]...[C9][14][E3][03]bashful.		pending			
EN-0AB559	main-dialogue-6	0x0AB559	0x0AB656	253	D7 57 68 61 74 3F D1 C9 1E E3 53 73 70 65 6E 74 20 E3 71 6D 79 20 6D 6F 6E 65 79 2C CD E3 A7 49 20 E3 0F 6F 70 65 6E 20 6D 79 20 73 68 6F 70 2E CD C9 1E 49 20 E3 29 74 6F 20 62 65 20 72 65 61 64 79 20 77 68 65 6E CD E3 00 E3 27 E3 79 69 73 20 64 6F 6E 65 2C D1 E3 73 49 20 E3 14 E3 26 CD C3 02 35 30 30 30 20 47 50 C3 00 20 66 72 6F 6D CD E3 3A E3 82 70 65 72 73 6F 6E 2E CD C9 1E 57 6F 75 6C 64 20 61 6E 79 E3 78 64 6F 20 74 68 61 74 3F D1 57 6F 75 6C 64 20 E3 01 6C 6F 61 6E CD 6D 65 20 73 6F 6D 65 3F CD 20 53 75 72 65 20 49 20 77 69 6C 6C 2E CD 20 4E 6F 20 77 61 79 2E CC D7 E3 09 E3 5F E3 42 73 75 63 68 CD 61 20 63 75 74 65 20 77 6F 6D 61 6E 20 77 6F 72 72 79 2E CD C9 1E E3 36 E3 65 61 74 20 68 69 6D 2C CD 68 65 20 E3 D9 68 65 6E 70 65 63 6B 65 64 2E	00:2 01:1 02:1 09:1 0F:1 14:1 1E:4 82:1 A7:1 C3:2 C9:4 CC:1 CD:12 D1:3 D7:2 D9:1 E3:21	194	12	3	True	confirmed-record	[TOP]What?\f[C9][1E][E3]Sspent [E3]qmy money,\n[E3][A7]I [E3][0F]open my shop.\n[C9][1E]I [E3])to be ready when\n[E3][00][E3]'[E3]yis done,\f[E3]sI [E3][14][E3]&\n[YELLOW]5000 GP[/HIGHLIGHT] from\n[E3]:[E3][82]person.\n[C9][1E]Would any[E3]xdo that?\fWould [E3][01]loan\nme some?\n Sure I will.\n No way.[CC][TOP][E3][09][E3]_[E3]Bsuch\na cute woman worry.\n[C9][1E][E3]6[E3]eat him,\nhe [E3][TOP2]henpecked.		pending			
EN-0AB6E8	main-dialogue-6	0x0AB6E8	0x0AB70F	39	D7 CF F1 F5 85 CC D7 E3 52 74 6F 20 E3 00 73 68 6F 70 21 20 49 60 6C 6C CD 74 72 65 61 74 20 E3 01 72 69 67 68 74 21	00:1 01:1 85:1 CC:1 CD:1 CF:1 D7:2 E3:3 F1:1 F5:1	26	1	0	False	confirmed-record	[TOP][CF][F1][F5][85][CC][TOP][E3]Rto [E3][00]shop! I`ll\ntreat [E3][01]right!		pending			
EN-0AB716	main-dialogue-6	0x0AB716	0x0AB71B	5	D7 CF C5 F5 85	85:1 C5:1 CF:1 D7:1 F5:1	0	0	0	False	confirmed-record	[TOP][CF][C5][F5][85]		pending			
EN-0AB7CA	main-dialogue-6	0x0AB7CA	0x0AB8FD	307	D7 2E 2E 2E C9 3C DC 01 C3 02 52 61 73 6B C3 00 21 21 CD 49 20 E3 16 E3 65 E3 0C 79 6F 75 21 CD DC 00 C9 1E 48 65 79 21 20 41 6E 79 62 6F 64 79 20 68 6F 6D 65 3F CD E3 0D C9 1E C3 03 43 6F 6F 6B 69 65 C3 00 21 D1 2E 2E 2E C9 1E 49 20 E3 0F E3 3D 68 65 72 65 2E CD 4F 4B 3F C9 1E 20 4F 75 74 20 69 6E 20 74 68 65 CD C3 02 46 6F 72 65 73 74 20 6F 66 20 49 6C 6C 75 73 69 6F 6E C3 00 20 49 20 68 69 64 CD 6F 75 72 20 C3 02 73 70 61 63 65 73 68 69 70 C3 00 2E DE D7 E3 ED E3 01 6C 6F 73 65 20 E3 05 67 6C 61 73 73 65 73 3F CD 57 65 20 E3 0F E3 4D E3 00 73 68 69 70 CD E3 69 74 68 65 6D 2E CD E3 06 E3 37 E3 01 74 68 65 73 65 2E D1 20 C2 00 20 72 65 63 65 69 76 65 64 20 E3 00 CD C3 02 20 43 68 61 6D 65 6C 65 6F 6E 20 47 6C 61 73 73 65 73 C3 00 21 CC D7 E3 19 E3 9F 74 6F CD E3 00 47 6C 61 73 73 65 73 3F CD E3 40 49 6E 76 65 6E 74 6F 72 79 60 73 20 66 75 6C 6C 2E CD E3 33 73 74 72 61 69 67 68 74 65 6E 20 69 74 20 75 70 21	00:10 01:3 02:4 03:1 05:1 06:1 0C:1 0D:1 0F:2 16:1 19:1 1E:4 9F:1 C2:1 C3:10 C9:5 CC:1 CD:13 D1:2 D7:3 DC:2 DE:1 E3:22 ED:1	215	13	2	True	confirmed-record	[TOP]...[C9]<[DC][01][YELLOW]Rask[/HIGHLIGHT]!!\nI [E3][16][E3]e[E3][0C]you!\n[DC][00][C9][1E]Hey! Anybody home?\n[E3][0D][C9][1E][PINK]Cookie[/HIGHLIGHT]!\f...[C9][1E]I [E3][0F][E3]=here.\nOK?[C9][1E] Out in the\n[YELLOW]Forest of Illusion[/HIGHLIGHT] I hid\nour [YELLOW]spaceship[/HIGHLIGHT].[DE][TOP][E3][ED][E3][01]lose [E3][05]glasses?\nWe [E3][0F][E3]M[E3][00]ship\n[E3]ithem.\n[E3][06][E3]7[E3][01]these.\f [NAME] received [E3][00]\n[YELLOW] Chameleon Glasses[/HIGHLIGHT]![CC][TOP][E3][19][E3][9F]to\n[E3][00]Glasses?\n[E3]@Inventory`s full.\n[E3]3straighten it up!		pending			
EN-0AB8FE	main-dialogue-6	0x0AB8FE	0x0AB954	86	D7 E3 03 E3 25 74 6F 20 E3 00 73 68 69 70 2E D1 E3 06 E3 4F C3 02 47 61 74 65 61 75 C3 00 2E CD E3 8C E3 3D E3 0A 69 74 2E CD C9 1E 4F 4B 3F C3 02 20 E3 04 46 6F 72 65 73 74 20 6F 66 20 49 6C 6C 75 73 69 6F 6E C3 00 C9 1E CD 69 73 20 77 61 69 74 69 6E 67 2E	00:3 02:2 03:1 04:1 06:1 0A:1 1E:2 8C:1 C3:4 C9:2 CD:3 D1:1 D7:1 E3:9	54	3	1	True	confirmed-record	[TOP][E3][03][E3]%to [E3][00]ship.\f[E3][06][E3]O[YELLOW]Gateau[/HIGHLIGHT].\n[E3][8C][E3]=[E3][0A]it.\n[C9][1E]OK?[YELLOW] [E3][04]Forest of Illusion[/HIGHLIGHT][C9][1E]\nis waiting.		pending			
EN-0AB955	main-dialogue-6	0x0AB955	0x0AB966	17	D7 E3 2A 61 20 71 75 69 65 74 20 6D 6F 75 73 65 2E	D7:1 E3:1	15	0	0	False	confirmed-record	[TOP][E3]*a quiet mouse.		pending			
EN-0AB98C	main-dialogue-6	0x0AB98C	0x0AB9C6	58	D7 E0 0C 48 65 79 C9 1E 2C 20 E3 D2 E3 1C E3 01 67 6F 69 6E 67 3F CD C9 14 52 61 73 6B 20 E3 2B 62 65 20 69 6E 20 61 20 68 6F 75 73 65 21 CD E3 D0 6D 65 20 74 68 65 72 65 21	01:1 0C:1 14:1 1C:1 1E:1 C9:2 CD:2 D0:1 D2:1 D7:1 E0:1 E3:5	40	2	0	False	confirmed-record	[TOP][SPEAKER:0C]Hey[C9][1E], [E3][WAIT][E3][1C][E3][01]going?\n[C9][14]Rask [E3]+be in a house!\n[E3][WIPE]me there!		pending			
EN-0ABA64	main-dialogue-6	0x0ABA64	0x0ABADA	118	D7 E0 13 E3 24 69 73 CD 4A 6F 68 6E 20 50 61 75 6C 20 42 65 6C 6D 6F 6E 74 2E CD E3 09 63 E3 71 E3 5A 43 6F 75 6E 74 20 50 72 69 6E 6B 79 2E D1 43 6F 75 6E 74 2C 20 49 20 E3 16 74 68 69 6E 6B 69 6E 67 20 6F 66 CD 62 75 69 6C 64 69 6E 67 20 61 20 6D 61 6E 73 69 6F 6E CD E3 70 68 65 72 65 2E 2E 2E CD C9 1E E3 36 E3 4B E3 16 61 20 70 72 6F 62 6C 65 6D 2E	09:1 13:1 16:2 1E:1 C9:1 CD:5 D1:1 D7:1 E0:1 E3:9	95	5	1	False	confirmed-record	[TOP][SPEAKER:13][E3]$is\nJohn Paul Belmont.\n[E3][09]c[E3]q[E3]ZCount Prinky.\fCount, I [E3][16]thinking of\nbuilding a mansion\n[E3]phere...\n[C9][1E][E3]6[E3]K[E3][16]a problem.		pending			
EN-0ABADB	main-dialogue-6	0x0ABADB	0x0ABB42	103	D7 E0 13 53 69 72 2C 20 E3 0E 69 73 20 61 6E CD 75 6E 6C 75 63 6B 79 20 70 6C 61 63 65 2E CD C9 1E 50 69 63 6B 20 61 6E 6F 74 E3 F6 70 6C 61 63 65 2E D1 E0 14 2E 2E 2E 48 6D 6D 6D 2E D1 C9 1E 49 20 E3 6A 69 74 20 E3 2B 62 65 CD 61 20 E3 5D 73 70 6F 74 2C 20 62 75 74 2E 2E 2E CD C9 1E E3 03 73 6F 72 72 79 2E	03:1 0E:1 13:1 14:1 1E:3 C9:3 CD:4 D1:2 D7:1 E0:2 E3:6 F6:1	77	4	2	False	confirmed-record	[TOP][SPEAKER:13]Sir, [E3][0E]is an\nunlucky place.\n[C9][1E]Pick anot[E3][F6]place.\f[SPEAKER:14]...Hmmm.\f[C9][1E]I [E3]jit [E3]+be\na [E3]]spot, but...\n[C9][1E][E3][03]sorry.		pending			
EN-0ABB43	main-dialogue-6	0x0ABB43	0x0ABB54	17	D7 57 65 6C 6C 2E 2E 2E 20 41 20 6D 6F 75 73 65 3F	D7:1	16	0	0	False	confirmed-record	[TOP]Well... A mouse?		pending			
EN-0ABBCB	main-dialogue-6	0x0ABBCB	0x0ABC73	168	D7 E0 14 E3 0D 61 20 E3 5D E3 54 74 6F 20 63 6F 6D 65 CD 68 65 72 65 2E 20 4C 6F 6F 6B 20 61 74 20 74 68 69 73 21 D1 E3 45 E3 66 68 65 72 65 2C CD E3 22 E3 1B E3 8D 73 74 72 61 6E 67 65 2E 2E 2E CD C9 1E 49 66 20 E3 01 77 61 6C 6B 20 E3 2D 74 68 69 73 2C 20 CD C3 02 73 6F 6D 65 74 68 69 6E 67 C3 00 20 69 73 20 68 65 72 65 21 D1 41 20 62 69 67 20 E3 93 E3 2D 74 68 69 73 CD E3 2B 62 65 20 61 20 E3 5D E3 93 74 6F CD 62 75 69 6C 64 2C 20 62 75 74 2E 2E 2E 2E CD C9 1E 49 20 E3 02 74 6F 20 E3 37 75 70 2E	00:1 01:1 02:2 0D:1 14:1 1B:1 1E:2 8D:1 93:2 C3:2 C9:2 CD:7 D1:2 D7:1 E0:1 E3:17	124	7	2	True	confirmed-record	[TOP][SPEAKER:14][E3][0D]a [E3]][E3]Tto come\nhere. Look at this!\f[E3]E[E3]fhere,\n[E3]"[E3][1B][E3][8D]strange...\n[C9][1E]If [E3][01]walk [E3]-this, \n[YELLOW]something[/HIGHLIGHT] is here!\fA big [E3][93][E3]-this\n[E3]+be a [E3]][E3][93]to\nbuild, but....\n[C9][1E]I [E3][02]to [E3]7up.		pending			
EN-0ABC74	main-dialogue-6	0x0ABC74	0x0ABD72	254	D7 E0 14 2E 2E 2E 49 67 6F 72 2C 20 E3 BC E3 01 E3 5E 74 68 61 74 21 CD E3 62 62 6F 79 21 D1 E0 13 59 65 73 2C 20 49 20 73 61 77 20 68 69 6D 21 20 48 65 20 77 65 6E 74 CD 69 6E 20 E3 D2 E3 4B 77 61 73 CD 6E 6F 74 68 69 6E 67 2C 20 74 68 65 6E 20 61 70 70 65 61 72 65 64 21 D1 E0 14 41 20 6D 79 73 74 65 72 69 6F 75 73 20 62 6F 79 2E 20 49 20 77 61 6E 74 CD E3 5A 74 6F 20 E3 20 E3 08 70 6C 61 79 20 77 68 65 6E CD E3 00 E3 79 69 73 20 64 6F 6E 65 2E D1 57 65 6C 6C 2C C9 1E 20 77 65 20 E3 02 74 6F 20 6C 6F 6F 6B CD E3 0C 61 6E 6F 74 E3 F6 70 6C 61 63 65 2E D1 E3 06 62 75 69 6C 64 20 E3 EF 69 6E CD E3 0E 66 6F 72 65 73 74 2E 20 49 20 68 6F 70 65 20 74 68 61 74 CD 68 65 20 E3 12 E3 20 74 6F 20 76 69 73 69 74 2E CD C9 1E E3 34 49 67 6F 72 2E 20 E3 8C 67 6F 2E	00:1 01:1 02:1 06:1 08:1 0C:1 0E:1 12:1 13:1 14:2 1E:2 8C:1 BC:1 C9:2 CD:9 D1:4 D2:1 D7:1 E0:3 E3:21 EF:1 F6:1	196	9	4	False	confirmed-record	[TOP][SPEAKER:14]...Igor, [E3][BC][E3][01][E3]^that!\n[E3]bboy!\f[SPEAKER:13]Yes, I saw him! He went\nin [E3][WAIT][E3]Kwas\nnothing, then appeared!\f[SPEAKER:14]A mysterious boy. I want\n[E3]Zto [E3] [E3][08]play when\n[E3][00][E3]yis done.\fWell,[C9][1E] we [E3][02]to look\n[E3][0C]anot[E3][F6]place.\f[E3][06]build [E3][EF]in\n[E3][0E]forest. I hope that\nhe [E3][12][E3] to visit.\n[C9][1E][E3]4Igor. [E3][8C]go.		pending			
EN-0ABD73	main-dialogue-6	0x0ABD73	0x0ABD92	31	D7 48 6D 6D 6D 2E 2E 2E 20 53 75 63 68 20 61 CD 66 72 69 65 6E 64 6C 79 20 6D 6F 75 73 65 2E	CD:1 D7:1	29	1	0	False	confirmed-record	[TOP]Hmmm... Such a\nfriendly mouse.		pending			
EN-0AC086	main-dialogue-6	0x0AC086	0x0AC089	3	D7 CF FC	CF:1 D7:1 FC:1	0	0	0	False	confirmed-record	[TOP][CF][FC]		pending			
EN-0AC0F6	main-dialogue-6	0x0AC0F6	0x0AC0F9	3	D7 CF FC	CF:1 D7:1 FC:1	0	0	0	False	confirmed-record	[TOP][CF][FC]		pending			
EN-0AC1C6	main-dialogue-6	0x0AC1C6	0x0AC204	62	D7 E3 31 E3 DD 54 68 65 72 65 60 73 CD 61 20 C3 02 4D 65 65 74 69 6E 67 C3 00 20 E3 25 6F 6E 2E CD 53 75 73 70 69 63 69 6F 75 73 20 6C 61 64 73 20 E3 2D 79 6F 75 CD E3 0F 70 61 73 73 2E	00:1 02:1 0F:1 C3:2 CD:3 D7:1 DD:1 E3:5	47	3	0	True	confirmed-record	[TOP][E3]1[E3][DD]There`s\na [YELLOW]Meeting[/HIGHLIGHT] [E3]%on.\nSuspicious lads [E3]-you\n[E3][0F]pass.		pending			
EN-0AC205	main-dialogue-6	0x0AC205	0x0AC23B	54	D7 E3 04 6D 6F 72 6E 69 6E 67 20 6D 65 65 74 69 6E 67 CD E3 12 73 74 61 72 74 20 73 6F 6F 6E 2E CD 42 6C 61 63 6B E3 C1 E3 18 73 6F 6D 65 CD E3 FC 6E 65 77 73 2E	04:1 12:1 18:1 C1:1 CD:3 D7:1 E3:5 FC:1	40	3	0	False	confirmed-record	[TOP][E3][04]morning meeting\n[E3][12]start soon.\nBlack[E3][C1][E3][18]some\n[E3][FC]news.		pending			
EN-0AC23C	main-dialogue-6	0x0AC23C	0x0AC274	56	D7 59 6F 75 2E 2E 2E 20 C9 1E E3 09 E3 63 69 6E 20 E3 00 CD 4C 65 61 64 65 72 73 20 63 6C 61 73 73 2E CD E3 03 73 6F 20 73 6F 72 72 79 21 CD 47 6F 20 6F 6E 20 69 6E 21	00:1 03:1 09:1 1E:1 C9:1 CD:3 D7:1 E3:4	43	3	0	False	confirmed-record	[TOP]You... [C9][1E][E3][09][E3]cin [E3][00]\nLeaders class.\n[E3][03]so sorry!\nGo on in!		pending			
EN-0AC2D6	main-dialogue-6	0x0AC2D6	0x0AC32E	88	D7 4E 6F 77 2C D1 C3 02 51 75 69 6E 74 65 6E 69 78 20 42 72 61 6E 63 68 20 43 6F 6D 6D 61 6E 64 65 72 CD 42 6C 61 63 6B 6D 6F 72 65 C3 00 20 77 69 6C 6C CD 65 78 70 6C 61 69 6E 20 E3 00 73 74 72 61 74 65 67 79 2E CD 49 20 E3 14 68 61 72 64 6C 79 20 77 61 69 74 21	00:2 02:1 14:1 C3:2 CD:3 D1:1 D7:1 E3:2	75	3	1	True	confirmed-record	[TOP]Now,\f[YELLOW]Quintenix Branch Commander\nBlackmore[/HIGHLIGHT] will\nexplain [E3][00]strategy.\nI [E3][14]hardly wait!		pending			
EN-0AC373	main-dialogue-6	0x0AC373	0x0AC39F	44	D7 42 6C 61 63 6B E3 C1 E3 12 62 65 CD 73 70 65 61 6B 69 6E 67 20 73 6F 6F 6E 2E CD 4C 69 6E 65 20 75 70 20 71 75 69 65 74 6C 79 21	12:1 C1:1 CD:2 D7:1 E3:2	37	2	0	False	confirmed-record	[TOP]Black[E3][C1][E3][12]be\nspeaking soon.\nLine up quietly!		pending			
EN-0AC430	main-dialogue-6	0x0AC430	0x0AC47D	77	D7 DC 09 2E 2E 2E DC 01 57 68 61 74 3F C9 1E 20 5B 46 61 74 68 65 72 5D 21 3F CD DC 00 E3 03 66 6F 6F 74 6C 6F 6F 73 65 20 61 6E 64 CD 66 61 6E 63 79 2D 66 72 65 65 21 20 49 20 E3 07 6B 6E 6F 77 CD 67 75 79 73 20 E3 2D 79 6F 75 21	00:1 01:1 03:1 07:1 09:1 1E:1 C9:1 CD:3 D7:1 DC:3 E3:3	60	3	0	False	confirmed-record	[TOP][DC][09]...[DC][01]What?[C9][1E] [Father]!?\n[DC][00][E3][03]footloose and\nfancy-free! I [E3][07]know\nguys [E3]-you!		pending			
EN-0AC47E	main-dialogue-6	0x0AC47E	0x0AC4E8	106	D7 47 6F 20 61 77 61 79 2C 20 6B 69 64 2C 20 79 61 20 62 6F 74 68 65 72 CD 6D 65 2E 20 E3 03 E3 78 6F 66 20 74 68 65 CD E3 38 73 63 69 65 6E 74 69 73 74 73 2C 20 CD C3 02 44 72 2E 41 6B 69 68 61 62 61 72 61 C3 00 21 D1 49 66 20 49 20 73 61 79 20 49 20 E3 07 6B 6E 6F 77 CD 79 6F 75 2C 20 49 20 E3 07 E3 3B 79 6F 75 21	00:1 02:1 03:1 07:2 C3:2 CD:4 D1:1 D7:1 E3:6	87	4	1	True	confirmed-record	[TOP]Go away, kid, ya bother\nme. [E3][03][E3]xof the\n[E3]8scientists, \n[YELLOW]Dr.Akihabara[/HIGHLIGHT]!\fIf I say I [E3][07]know\nyou, I [E3][07][E3];you!		pending			
EN-0AC4E9	main-dialogue-6	0x0AC4E9	0x0AC4F6	13	D7 2E 2E 2E 20 41 20 6D 6F 75 73 65 3F	D7:1	12	0	0	False	confirmed-record	[TOP]... A mouse?		pending			
EN-0AC644	main-dialogue-6	0x0AC644	0x0AC659	21	D7 CD 20 4C 6F 63 6B 65 64 20 E3 1F E3 00 69 6E 73 69 64 65 2E	00:1 1F:1 CD:1 D7:1 E3:2	15	1	0	False	confirmed-record	[TOP]\n Locked [E3][1F][E3][00]inside.		pending			
